Count,Code,Browser,B&W*,Apple,Andr,Twit,Wind,GMail,DCM,KDDI,SB,Name,Version,Default,Annotations
1101,U+1F1EC U+1F1F8,🇬🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for South Georgia & South Sandwich Islands,V6.0ˣ,emoji,"flag, georgia, island, other, south, south georgia, south sandwich"
1102,U+1F1F0 U+1F1F7,🇰🇷,,,,,missing,,missing,,,flag for South Korea,V6.0ʲ,emoji,"flag, korea, other, south, south korea"
1103,U+1F1F8 U+1F1F8,🇸🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for South Sudan,V6.0ˣ,emoji,"flag, other, south, south sudan, sudan"
1104,U+1F1EA U+1F1F8,🇪🇸,,,,,missing,,missing,,,flag for Spain,V6.0ʲ,emoji,"flag, other, spain"
1105,U+1F1F1 U+1F1F0,🇱🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Sri Lanka,V6.0ˣ,emoji,"flag, other, sri lanka"
1106,U+1F1E7 U+1F1F1,🇧🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Barthélemy,V6.0ˣ,emoji,"barthelemy, barthélemy, flag, other, saint"
1107,U+1F1F8 U+1F1ED,🇸🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Helena,V6.0ˣ,emoji,"flag, helena, other, saint"
1108,U+1F1F0 U+1F1F3,🇰🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Kitts & Nevis,V6.0ˣ,emoji,"flag, kitts, nevis, other, saint"
1109,U+1F1F1 U+1F1E8,🇱🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Lucia,V6.0ˣ,emoji,"flag, lucia, other, saint"
1110,U+1F1F2 U+1F1EB,🇲🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Martin,V6.0ˣ,emoji,"flag, french, martin, other, saint"
1111,U+1F1F5 U+1F1F2,🇵🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Pierre & Miquelon,V6.0ˣ,emoji,"flag, miquelon, other, pierre, saint"
1112,U+1F1FB U+1F1E8,🇻🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for St. Vincent & Grenadines,V6.0ˣ,emoji,"flag, grenadines, other, saint, vincent"
1113,U+1F1F8 U+1F1E9,🇸🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Sudan,V6.0ˣ,emoji,"flag, other, sudan"
1114,U+1F1F8 U+1F1F7,🇸🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Suriname,V6.0ˣ,emoji,"flag, other, suriname"
1115,U+1F1F8 U+1F1EF,🇸🇯,,missing,,missing,missing,missing,missing,missing,missing,flag for Svalbard & Jan Mayen,V6.0ˣ,emoji,"flag, jan mayen, other, svalbard"
1116,U+1F1F8 U+1F1FF,🇸🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Swaziland,V6.0ˣ,emoji,"flag, other, swaziland"
1117,U+1F1F8 U+1F1EA,🇸🇪,,,,missing,missing,missing,missing,missing,missing,flag for Sweden,V6.0ˣ,emoji,"flag, other, sweden"
1118,U+1F1E8 U+1F1ED,🇨🇭,,,,missing,missing,missing,missing,missing,missing,flag for Switzerland,V6.0ˣ,emoji,"flag, other, switzerland"
1119,U+1F1F8 U+1F1FE,🇸🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Syria,V6.0ˣ,emoji,"flag, other, syria"
1120,U+1F1F9 U+1F1FC,🇹🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Taiwan,V6.0ˣ,emoji,"china, flag, other, taiwan"
1121,U+1F1F9 U+1F1EF,🇹🇯,,missing,,missing,missing,missing,missing,missing,missing,flag for Tajikistan,V6.0ˣ,emoji,"flag, other, tajikistan"
1122,U+1F1F9 U+1F1FF,🇹🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Tanzania,V6.0ˣ,emoji,"flag, other, tanzania"
1123,U+1F1F9 U+1F1ED,🇹🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Thailand,V6.0ˣ,emoji,"flag, other, thailand"
1124,U+1F1F9 U+1F1F1,🇹🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for Timor-Leste,V6.0ˣ,emoji,"east, east timor, flag, other, timor-leste"
1125,U+1F1F9 U+1F1EC,🇹🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Togo,V6.0ˣ,emoji,"flag, other, togo"
1126,U+1F1F9 U+1F1F0,🇹🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Tokelau,V6.0ˣ,emoji,"flag, other, tokelau"
1127,U+1F1F9 U+1F1F4,🇹🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Tonga,V6.0ˣ,emoji,"flag, other, tonga"
1128,U+1F1F9 U+1F1F9,🇹🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Trinidad & Tobago,V6.0ˣ,emoji,"flag, other, tobago, trinidad"
1129,U+1F1F9 U+1F1E6,🇹🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Tristan da Cunha,V6.0ˣ,emoji,"flag, other, tristan da cunha"
1130,U+1F1F9 U+1F1F3,🇹🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Tunisia,V6.0ˣ,emoji,"flag, other, tunisia"
1131,U+1F1F9 U+1F1F7,🇹🇷,,,,missing,missing,missing,missing,missing,missing,flag for Turkey,V6.0ˣ,emoji,"flag, other, turkey"
1132,U+1F1F9 U+1F1F2,🇹🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Turkmenistan,V6.0ˣ,emoji,"flag, other, turkmenistan"
1133,U+1F1F9 U+1F1E8,🇹🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Turks & Caicos Islands,V6.0ˣ,emoji,"caicos, flag, island, other, turks"
1134,U+1F1F9 U+1F1FB,🇹🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for Tuvalu,V6.0ˣ,emoji,"flag, other, tuvalu"
1135,U+1F1FA U+1F1EC,🇺🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Uganda,V6.0ˣ,emoji,"flag, other, uganda"
1136,U+1F1FA U+1F1E6,🇺🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Ukraine,V6.0ˣ,emoji,"flag, other, ukraine"
1137,U+1F1E6 U+1F1EA,🇦🇪,,,,missing,missing,missing,missing,missing,missing,flag for United Arab Emirates,V6.0ˣ,emoji,"emirates, flag, other, uae, united"
1138,U+1F1EC U+1F1E7,🇬🇧,,,,,missing,,missing,,,flag for United Kingdom,V6.0ʲ,emoji,"britain, british, cornwall, england, flag, great britain, ireland, northern ireland, other, scotland, uk, union jack, united, united kingdom, wales"
1139,U+1F1FA U+1F1F8,🇺🇸,,,,,missing,,missing,,,flag for United States,V6.0ʲ,emoji,"america, flag, other, stars and stripes, united, united states"
1140,U+1F1FA U+1F1FE,🇺🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Uruguay,V6.0ˣ,emoji,"flag, other, uruguay"
1141,U+1F1FA U+1F1F2,🇺🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for U.S. Outlying Islands,V6.0ˣ,emoji,"america, flag, island, minor outlying, other, united, united states, us, usa"
1142,U+1F1FB U+1F1EE,🇻🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for U.S. Virgin Islands,V6.0ˣ,emoji,"america, american, flag, island, other, united, united states, us, usa, virgin"
1143,U+1F1FA U+1F1FF,🇺🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Uzbekistan,V6.0ˣ,emoji,"flag, other, uzbekistan"
1144,U+1F1FB U+1F1FA,🇻🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Vanuatu,V6.0ˣ,emoji,"flag, other, vanuatu"
1145,U+1F1FB U+1F1E6,🇻🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Vatican City,V6.0ˣ,emoji,"flag, other, vatican"
1146,U+1F1FB U+1F1EA,🇻🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Venezuela,V6.0ˣ,emoji,"flag, other, venezuela"
1147,U+1F1FB U+1F1F3,🇻🇳,,,,missing,missing,missing,missing,missing,missing,flag for Vietnam,V6.0ˣ,emoji,"flag, other, viet nam, vietnam"
1148,U+1F1FC U+1F1EB,🇼🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for Wallis & Futuna,V6.0ˣ,emoji,"flag, futuna, other, wallis"
1149,U+1F1EA U+1F1ED,🇪🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Western Sahara,V6.0ˣ,emoji,"flag, other, sahara, west, western sahara"
1150,U+1F1FE U+1F1EA,🇾🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Yemen,V6.0ˣ,emoji,"flag, other, yemen"
1151,U+1F1FF U+1F1F2,🇿🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Zambia,V6.0ˣ,emoji,"flag, other, zambia"
1152,U+1F1FF U+1F1FC,🇿🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Zimbabwe,V6.0ˣ,emoji,"flag, other, zimbabwe"
1153,U+2B06,⬆️,,,,,,missing,missing,,,upwards black arrow,V4.0ªʲ,text*,"arrow, cardinal, direction, north, symbol"
1154,U+2197,↗️,,,,,,,,,,north east arrow,V1.1ʲ,text*,"arrow, direction, intercardinal, northeast, symbol"
1155,U+27A1,➡️,,,,,,missing,missing,,,black rightwards arrow,V1.1ᶻªʲ,text*,"arrow, cardinal, direction, east, symbol"
1156,U+2198,↘️,,,,,,,,,,south east arrow,V1.1ʲ,text*,"arrow, direction, intercardinal, southeast, symbol"
1157,U+2B07,⬇️,,,,,,missing,missing,,,downwards black arrow,V4.0ªʲ,text*,"arrow, cardinal, direction, down, south, symbol"
1158,U+2199,↙️,,,,,,,,,,south west arrow,V1.1ʲ,text*,"arrow, direction, intercardinal, southwest, symbol"
1159,U+2B05,⬅️,,,,,,missing,missing,,,leftwards black arrow,V4.0ªʲ,text*,"arrow, cardinal, direction, symbol, west"
1160,U+2196,↖️,,,,,,,,,,north west arrow,V1.1ʲ,text*,"arrow, direction, intercardinal, northwest, symbol"
1161,U+2195,↕️,,,,,,,,,missing,up down arrow,V1.1ᶻʲ,text*,"arrow, symbol"
1162,U+2194,↔️,,,,,,,,,missing,left right arrow,V1.1ᶻʲ,text*,"arrow, symbol"
1163,U+21A9,↩️,,,,,,missing,,,missing,leftwards arrow with hook,V1.1ʲ,text*,"arrow, symbol"
1164,U+21AA,↪️,,,,,,,missing,,missing,rightwards arrow with hook,V1.1ʲ,text*,"arrow, symbol"
1165,U+2934,⤴️,,,,,,,,,missing,arrow pointing rightwards then curving upwards,V3.2ʲ,text*,"arrow, symbol"
1166,U+2935,⤵️,,,,,,,,,missing,arrow pointing rightwards then curving downwards,V3.2ʲ,text*,"arrow, down, symbol"
1167,U+1F503,🔃,,,,,,,missing,,missing,clockwise downwards and upwards open circle arrows,V6.0ʲ,emoji,"arrow, clockwise, reload, symbol"
1168,U+1F504,🔄,,,,,,missing,missing,missing,missing,anticlockwise downwards and upwards open circle arrows,V6.0ˣ,emoji,"anticlockwise, arrow, counterclockwise, symbol, withershins"
1169,U+1F519,🔙,,,,,,,missing,,missing,back with leftwards arrow above,V6.0ʲ,emoji,"arrow, back, symbol"
1170,U+1F51A,🔚,,,,,,,,missing,missing,end with leftwards arrow above,V6.0ʲ,emoji,"arrow, end, symbol"
1171,U+1F51B,🔛,,,,,,,,missing,missing,on with exclamation mark with left right arrow above,V6.0ʲ,emoji,"arrow, mark, on, symbol"
1172,U+1F51C,🔜,,,,,,,,missing,missing,soon with rightwards arrow above,V6.0ʲ,emoji,"arrow, soon, symbol"
1173,U+1F51D,🔝,,,,,,,missing,missing,,top with upwards arrow above,V6.0ʲ,emoji,"arrow, symbol, top, up"
1174,U+269C,⚜,,missing,missing,missing,missing,missing,missing,missing,missing,fleur-de-lis,V4.1ˣ,text,"fleur-de-lis, symbol"
1175,U+1F530,🔰,,,,,,,missing,,,japanese symbol for beginner,V6.0ʲ,emoji,"beginner, chevron, green, japanese, leaf, object, tool, yellow"
1176,U+269B,⚛,,missing,missing,missing,missing,missing,missing,missing,missing,atom symbol,V4.1ˣ,text,"atheist, atom, symbol"
1177,U+1F549,🕉,,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,new 7.0,om symbol,V7.0ʷ,text,"hindu, om, religion, symbol"
1178,U+2721,✡,,missing,missing,missing,missing,missing,missing,missing,missing,star of david,V1.1ʷ,text,"david, jew, jewish, religion, star, symbol"
1179,U+2638,☸,,missing,missing,missing,missing,missing,missing,missing,missing,wheel of dharma,V1.1ʷ,text,"buddhist, dharma, religion, symbol, wheel"
1180,U+262F,☯,,missing,missing,missing,missing,missing,missing,missing,missing,yin yang,V1.1ʷ,text,"religion, sign, symbol, tao, taoist, yang, yin"
1181,U+271D,✝,,missing,missing,missing,missing,missing,missing,missing,missing,latin cross,V1.1ʷ,text,"christian, cross, religion, symbol"
1182,U+2626,☦,,missing,missing,missing,missing,missing,missing,missing,missing,orthodox cross,V1.1ˣ,text,"christian, cross, religion, symbol"
1183,U+26E9,⛩,,missing,missing,missing,missing,missing,missing,missing,missing,shinto shrine,V5.2ª,text,"religion, shinto, shrine, symbol"
1184,U+262A,☪,,missing,missing,missing,missing,missing,missing,missing,missing,star and crescent,V1.1ʷ,text,"islam, muslim, religion, symbol"
1185,U+262E,☮,,missing,missing,missing,missing,missing,missing,missing,missing,peace symbol,V1.1ˣ,text,"peace, sign, symbol"
1186,U+1F52E,🔮,,,,,,,missing,,missing,crystal ball,V6.0ʲ,emoji,"ball, crystal, fairy tale, fantasy, fortune, object, tool"
1187,U+1F52F,🔯,,,,,,,missing,missing,,six pointed star with middle dot,V6.0ʲ,emoji,"fortune, object, star, symbol"
1188,U+267B,♻️,,,,,,,,,missing,black universal recycling symbol,V3.2ʲ,text*,"recycle, sign, symbol"
1189,U+2622,☢,,missing,missing,missing,missing,missing,missing,missing,missing,radioactive sign,V1.1ˣ,text,"radioactive, sign, symbol"
1190,U+2623,☣,,missing,missing,missing,missing,missing,missing,missing,missing,biohazard sign,V1.1ˣ,text,"biohazard, sign, symbol"
1191,U+26A1,⚡️,,,,,,,,,,high voltage sign,V4.0ªʲ,emoji*,"danger, electric, electricity, lightning, nature, symbol, voltage, zap"
1192,U+2B50,⭐️,,,,,,missing,missing,,,white medium star,V5.1ʲ,emoji*,"nature, place, star"
1193,U+2B55,⭕️,,,,,,,missing,,,heavy large circle,V5.2ʲ,emoji*,"circle, o, symbol, travel"
1194,U+2705,✅,,,,,,,missing,,missing,white heavy check mark,V6.0ʲ,emoji,"check, mark, sign, symbol"
1195,U+2611,☑️,,,,,,,missing,,missing,ballot box with check,V1.1ʲʷ,text*,"ballot, box, check, sign, symbol"
1196,U+2714,✔️,,,,,,missing,missing,,missing,heavy check mark,V1.1ᶻʲʷ,text*,"check, mark, sign, symbol"
1197,U+2716,✖️,,,,,,missing,missing,,missing,heavy multiplication x,V1.1ᶻʲ,text*,"cancel, multiplication, multiply, sign, symbol, x"
1198,U+274C,❌,,,,,,,missing,,,cross mark,V6.0ʲ,emoji,"cancel, mark, multiplication, multiply, sign, symbol, x"
1199,U+274E,❎,,,,,,,missing,,missing,negative squared cross mark,V6.0ʲ,emoji,"mark, sign, square, symbol"
1200,U+2795,➕,,,,,,,missing,,missing,heavy plus sign,V6.0ʲ,emoji,"math, plus, sign, symbol"
1201,U+2796,➖,,,,,,,missing,,missing,heavy minus sign,V6.0ʲ,emoji,"math, minus, sign, symbol"
1202,U+2797,➗,,,,,,,missing,,missing,heavy division sign,V6.0ʲ,emoji,"division, math, sign, symbol"
1203,U+27B0,➰,,,,,,,,,missing,curly loop,V6.0ʲ,emoji,"curl, loop, sign, symbol"
